"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,73,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,62.5,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,67.1,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,48.9,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,82.9,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,67.4,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,76.3,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,56.9,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,69.9,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,62.5,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,79,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,44.9,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,80.4,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,71.3,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,81.9,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,72.1,,
"NOR","Norway","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,75.6,,
"NOR","Norway","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,72.4,,
"POL","Poland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,72.8,,
"POL","Poland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,59.5,,
"PRT","Portugal","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,71.1,,
"PRT","Portugal","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,64.8,,
"SVK","Slovak Republic","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,72,,
"SVK","Slovak Republic","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,60.3,,
"ESP","Spain","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,67.6,,
"ESP","Spain","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,56.5,,
"SWE","Sweden","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,78.3,,
"SWE","Sweden","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,75.4,,
"CHE","Switzerland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,84.3,,
"CHE","Switzerland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,75.2,,
"TUR","Turkey","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,70.7,,
"TUR","Turkey","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,32.2,,
"GBR","United Kingdom","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,79.4,,
"GBR","United Kingdom","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,70.1,,
"USA","United States","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,75.4,,
"USA","United States","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,64.9,,
"BRA","Brazil","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,72.1,,
"BRA","Brazil","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,71.4,,
"BRA","Brazil","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,51.9,,
"BRA","Brazil","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,51.7,,
"CHL","Chile","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,72.5,,
"CHL","Chile","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,52.8,,
"COL","Colombia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,78.9,,
"COL","Colombia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,55.5,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,74.2,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,45,,
"EST","Estonia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,77.4,,
"EST","Estonia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,70.8,,
"IDN","Indonesia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,80.4,,
"IDN","Indonesia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,79.7,,
"IDN","Indonesia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,80,,
"IDN","Indonesia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,50.4,,
"IDN","Indonesia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,50.9,,
"IDN","Indonesia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,52.1,,
"ISR","Israel","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,72.5,,
"ISR","Israel","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,65.6,,
"LVA","Latvia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,71.9,,
"LVA","Latvia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,68.4,,
"LTU","Lithuania","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,70.6,,
"LTU","Lithuania","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,70.2,,
"RUS","Russia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,75.6,,
"RUS","Russia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,65.5,,
"SVN","Slovenia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,72.5,,
"SVN","Slovenia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,65.8,,
"ZAF","South Africa","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,49.1,,
"ZAF","South Africa","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,37.7,,
"AUS","Australia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,78.4,,
"AUS","Australia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,69.2,,
"AUT","Austria","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,77.4,,
"AUT","Austria","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,68.6,,
"BEL","Belgium","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,68.2,,
"BEL","Belgium","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,60.7,,
"CAN","Canada","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,76.6,,
"CAN","Canada","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,71,,
"CZE","Czech Republic","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,81.8,,
"CZE","Czech Republic","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,67.6,,
"DNK","Denmark","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,77.2,,
"DNK","Denmark","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,71.4,,
"FIN","Finland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,73.7,,
"FIN","Finland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,70.6,,
"FRA","France","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,68.9,,
"FRA","France","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,62,,
"DEU","Germany","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,79.7,,
"DEU","Germany","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,72.1,,
"GRC","Greece","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,64.7,,
"GRC","Greece","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,45.3,,
"HUN","Hungary","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,76.3,,
"HUN","Hungary","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,62.3,,
"ISL","Iceland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,87.2,,
"ISL","Iceland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,82.3,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,74.2,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,63.5,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,67.6,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,49.5,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,83.9,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,69.6,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,75.9,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,57.2,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,70.6,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,63.4,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,79,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,45.6,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,81.6,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,72.8,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,82,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,73.1,,
"NOR","Norway","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,76.9,,
"NOR","Norway","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,72.6,,
"POL","Poland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,74,,
"POL","Poland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,60.8,,
"PRT","Portugal","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,72.7,,
"PRT","Portugal","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,66.9,,
"SVK","Slovak Republic","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,73.9,,
"SVK","Slovak Republic","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,61.2,,
"ESP","Spain","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,69,,
"ESP","Spain","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,57.8,,
"SWE","Sweden","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,78.8,,
"SWE","Sweden","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,75.9,,
"CHE","Switzerland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,84.5,,
"CHE","Switzerland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,75.7,,
"TUR","Turkey","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,70.9,,
"TUR","Turkey","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,32.9,,
"GBR","United Kingdom","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,79.6,,
"GBR","United Kingdom","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,70.5,,
"USA","United States","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,76.1,,
"USA","United States","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,65.5,,
"BRA","Brazil","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,71.4,,
"BRA","Brazil","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,52.5,,
"CHL","Chile","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,72,,
"CHL","Chile","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,53.2,,
"COL","Colombia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,78.6,,
"COL","Colombia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,54.6,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,75,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,46.6,,
"EST","Estonia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,78.1,,
"EST","Estonia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,71.4,,
"IND","India","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,71.8,,
"IND","India","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,20.4,,
"ISR","Israel","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,71.7,,
"ISR","Israel","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,66.4,,
"LVA","Latvia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,73.6,,
"LVA","Latvia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,70.1,,
"LTU","Lithuania","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,73.3,,
"LTU","Lithuania","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,71.6,,
"RUS","Russia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,76.2,,
"RUS","Russia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,66.1,,
"SVN","Slovenia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,74.5,,
"SVN","Slovenia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,67.5,,
"ZAF","South Africa","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,49,,
"ZAF","South Africa","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,37.6,,
"OAVG","OECD - Average","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,75.6,,
"OAVG","OECD - Average","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,76.2,,
"OAVG","OECD - Average","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,60,,
"OAVG","OECD - Average","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,60.7,,
"AUS","Australia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,78.7,,
"AUS","Australia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,70,,
"AUT","Austria","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,78,,
"AUT","Austria","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,69.2,,
"BEL","Belgium","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,68.9,,
"BEL","Belgium","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,61.7,,
"CAN","Canada","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,77.3,,
"CAN","Canada","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,71.6,,
"CZE","Czech Republic","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,81.9,,
"CZE","Czech Republic","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,68.1,,
"DNK","Denmark","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,78.1,,
"DNK","Denmark","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,72.2,,
"FIN","Finland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,74.3,,
"FIN","Finland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,71.8,,
"FRA","France","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,68.8,,
"FRA","France","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,62.4,,
"DEU","Germany","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,80.5,,
"DEU","Germany","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,72.8,,
"GRC","Greece","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,65.9,,
"GRC","Greece","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,47.3,,
"HUN","Hungary","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,77.3,,
"HUN","Hungary","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,63,,
"ISL","Iceland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,85.8,,
"ISL","Iceland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,81.7,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,75.1,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,64.6,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,68,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,50.1,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,84.1,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,70.9,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,75.7,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,57.8,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,72.1,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,63.6,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,78.8,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,47,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,82.2,,
